Performer,Context,Model,AUC-ROC,PR-AUC,Precision,Recall,F1-Score,Accuracy,Inference Time(s)
trace,ProcessEvent,Deep SVDD,0.5,0.0008,0.0008,1.0,0.0016,0.0008,0.0611
trace,ProcessEvent,DAE,0.852,0.0095,0.0182,0.4565,0.0349,0.9795,0.1207
trace,ProcessEvent,VAE,0.6821,0.0013,0.0017,0.2391,0.0034,0.8869,0.1242
trace,ProcessEvent,Beta-VAE,0.6964,0.0015,0.0019,0.2391,0.0037,0.8962,0.1305
trace,ProcessEvent,GMVAE,0.7001,0.0017,0.0024,0.2391,0.0047,0.9183,0.1276
trace,ProcessEvent,Attention AE,0.7023,0.0016,0.002,0.2826,0.0039,0.8835,0.6911
trace,ProcessEvent,LSTMAE,0.8702,0.1583,0.2877,0.4565,0.3529,0.9986,0.8823
trace,ProcessExec,Baseline,0.9696,0.8272,1.0,0.8,0.8889,0.9998,0.1165
trace,ProcessExec,Sparse,0.9121,0.0139,0.0214,0.7778,0.0417,0.9704,0.1197
trace,ProcessExec,Deep SVDD,0.9,0.8002,1.0,0.8,0.8889,0.9998,0.0555
trace,ProcessExec,DAE,0.9377,0.1604,0.2555,0.7778,0.3846,0.9979,0.1182
trace,ProcessExec,VAE,0.7866,0.004,0.0129,0.1111,0.023,0.9922,0.123
trace,ProcessExec,Beta-VAE,0.7797,0.004,0.0278,0.0222,0.0247,0.9985,0.1295
trace,ProcessExec,GMVAE,0.8906,0.0073,0.0339,0.0444,0.0385,0.9982,0.1226
trace,ProcessExec,Attention AE,0.8695,0.0157,0.0909,0.1556,0.1148,0.998,0.6286
trace,ProcessExec,LSTMAE,0.9782,0.829,1.0,0.7333,0.8462,0.9998,0.8493
trace,ProcessNetflow,Baseline,0.98,0.5188,0.541,0.9167,0.6804,0.977,0.008
trace,ProcessNetflow,Sparse,0.9099,0.2202,0.2118,1.0,0.3495,0.9004,0.0079
trace,ProcessNetflow,Deep SVDD,0.976,0.5022,0.5156,0.9167,0.66,0.9747,0.006
