Performer,Context,Model,AUC-ROC,PR-AUC,Precision,Recall,F1-Score,Accuracy,Inference Time(s)
theia,ProcessNetflow_llama3_manual,LSTMAE,0.9872,0.5435,0.6467,0.97,0.776,0.9942,0.0915
theia,ProcessNetflow_llama3_manual,Robust,0.995,0.8641,0.8909,0.98,0.9333,0.9986,0.028
theia,ProcessNetflow_llama3_manual,Contractive,0.9697,0.2234,0.3224,0.98,0.4851,0.9785,0.027
theia,ProcessParent_llama3_manual,Baseline,0.9761,0.403,0.7284,0.59,0.6519,0.9989,0.1373
theia,ProcessParent_llama3_manual,Sparse,0.944,0.025,0.0311,0.95,0.0603,0.947,0.1355
theia,ProcessParent_llama3_manual,Deep SVDD,0.5,0.0018,0.0018,1.0,0.0036,0.0018,0.0615
theia,ProcessParent_llama3_manual,DAE,0.937,0.0439,0.0788,0.59,0.139,0.9869,0.1402
theia,ProcessParent_llama3_manual,VAE,0.9464,0.0239,0.0283,0.95,0.055,0.9416,0.141
theia,ProcessParent_llama3_manual,Beta-VAE,0.9412,0.0222,0.0291,0.95,0.0564,0.9432,0.141
theia,ProcessParent_llama3_manual,GMVAE,0.9403,0.025,0.0311,0.95,0.0603,0.947,0.1411
theia,ProcessParent_llama3_manual,Attention AE,0.9355,0.0251,0.0312,0.95,0.0604,0.9471,0.7349
theia,ProcessParent_llama3_manual,LSTMAE,0.9384,0.2781,0.5364,0.59,0.5619,0.9984,1.1197
theia,ProcessParent_llama3_manual,Robust,0.9423,0.332,0.6277,0.59,0.6082,0.9986,0.1335
theia,ProcessParent_llama3_manual,Contractive,0.9428,0.0249,0.0308,0.95,0.0597,0.9464,0.1366
trace,ProcessAll_llama3_manual,Baseline,0.9973,0.1592,0.2045,0.587,0.3034,0.9978,0.143
trace,ProcessAll_llama3_manual,Sparse,0.6653,0.0012,0.0018,0.913,0.0036,0.5896,0.1447
trace,ProcessAll_llama3_manual,Deep SVDD,0.5108,0.0051,0.2,0.0217,0.0392,0.9991,0.059
trace,ProcessAll_llama3_manual,DAE,0.9388,0.0119,0.0215,0.6087,0.0416,0.9772,0.1401
trace,ProcessAll_llama3_manual,VAE,0.6549,0.0011,0.0017,0.8913,0.0034,0.5766,0.1487
trace,ProcessAll_llama3_manual,Beta-VAE,0.6508,0.0011,0.0018,0.913,0.0035,0.5777,0.1474
