Performer,Context,Model,AUC-ROC,PR-AUC,Precision,Recall,F1-Score,Accuracy,Inference Time(s)
trace,ProcessAll,Robust,0.999,0.589,0.6458,0.6739,0.6596,0.9994,0.0461
trace,ProcessAll,Contractive,0.8809,0.0105,0.0192,0.4348,0.0368,0.9815,0.0424
trace,ProcessEvent,Baseline,0.905,0.1541,0.3429,0.2609,0.2963,0.999,0.046
trace,ProcessEvent,Sparse,0.7717,0.0022,0.0028,0.8043,0.0056,0.7679,0.0518
trace,ProcessEvent,Deep SVDD,0.5326,0.0297,0.5,0.0652,0.1154,0.9992,0.023
trace,ProcessEvent,DAE,0.8383,0.0076,0.02,0.087,0.0325,0.9958,0.0445
trace,ProcessEvent,VAE,0.7756,0.0021,0.0033,0.6522,0.0066,0.8408,0.049
trace,ProcessEvent,Beta-VAE,0.766,0.0021,0.0027,0.5217,0.0055,0.8453,0.0494
trace,ProcessEvent,GMVAE,0.8901,0.1197,0.1883,0.6304,0.29,0.9975,0.0555
trace,ProcessEvent,Attention AE,0.7756,0.0024,0.0032,0.8043,0.0064,0.7949,0.0575
trace,ProcessEvent,LSTMAE,0.8704,0.1179,0.1888,0.587,0.2857,0.9976,0.0495
trace,ProcessEvent,Robust,0.8734,0.1202,0.2,0.2391,0.2178,0.9986,0.0445
trace,ProcessEvent,Contractive,0.7495,0.002,0.0028,0.6739,0.0056,0.8061,0.0436
trace,ProcessExec,Baseline,0.9629,0.7572,0.973,0.8,0.878,0.9998,0.0418
trace,ProcessExec,Sparse,0.899,0.0167,0.1818,0.0444,0.0714,0.999,0.0406
trace,ProcessExec,Deep SVDD,0.9,0.7934,0.9474,0.8,0.8675,0.9998,0.0206
trace,ProcessExec,DAE,0.9354,0.0441,0.0498,0.6667,0.0927,0.9892,0.0424
trace,ProcessExec,VAE,0.8932,0.008,0.0299,0.0444,0.0357,0.998,0.0484
trace,ProcessExec,Beta-VAE,0.8957,0.0079,0.0175,0.0444,0.0252,0.9971,0.0453
trace,ProcessExec,GMVAE,0.9563,0.1885,0.3438,0.7333,0.4681,0.9986,0.0535
trace,ProcessExec,Attention AE,0.8836,0.0153,0.1538,0.0444,0.069,0.999,0.0555
trace,ProcessExec,LSTMAE,0.979,0.7317,0.75,0.8,0.7742,0.9996,0.0478
trace,ProcessExec,Robust,0.962,0.7517,0.878,0.8,0.8372,0.9997,0.0414
trace,ProcessExec,Contractive,0.8953,0.0166,0.1818,0.0444,0.0714,0.999,0.0421
trace,ProcessNetflow,Baseline,0.9785,0.494,0.5224,0.9722,0.6796,0.9755,0.004
trace,ProcessNetflow,Sparse,0.7726,0.132,0.0923,0.9722,0.1687,0.7435,0.005
trace,ProcessNetflow,Deep SVDD,0.987,0.6425,0.6667,0.9444,0.7816,0.9859,0.004
trace,ProcessNetflow,DAE,0.9177,0.24,0.2244,0.9722,0.3646,0.9093,0.005
trace,ProcessNetflow,VAE,0.805,0.1154,0.0878,1.0,0.1614,0.7219,0.005
trace,ProcessNetflow,Beta-VAE,0.7955,0.1126,0.09,0.9722,0.1647,0.7361,0.005
trace,ProcessNetflow,GMVAE,0.9248,0.1995,0.2381,0.9722,0.3825,0.916,0.004
trace,ProcessNetflow,Attention AE,0.9736,0.4471,0.4615,1.0,0.6316,0.9688,0.005
trace,ProcessNetflow,LSTMAE,0.9622,0.3787,0.3673,1.0,0.5373,0.9539,0.005
trace,ProcessNetflow,Robust,0.9755,0.4714,0.48,1.0,0.6486,0.971,0.004
trace,ProcessNetflow,Contractive,0.7817,0.1339,0.0923,0.9722,0.1687,0.7435,0.004
trace,ProcessParent,Baseline,0.9211,0.3879,0.4658,0.7556,0.5763,0.9991,0.04
trace,ProcessParent,Sparse,0.7476,0.0119,0.1111,0.0889,0.0988,0.9986,0.04
trace,ProcessParent,Deep SVDD,0.5111,0.0231,1.0,0.0222,0.0435,0.9992,0.021
trace,ProcessParent,DAE,0.9536,0.1033,0.1331,0.7778,0.2273,0.9955,0.041
trace,ProcessParent,VAE,0.7184,0.002,0.0052,0.1111,0.01,0.9812,0.048
trace,ProcessParent,Beta-VAE,0.6459,0.0015,0.0041,0.0667,0.0077,0.9854,0.0461
trace,ProcessParent,GMVAE,0.9432,0.0715,0.1286,0.8,0.2215,0.9952,0.055
trace,ProcessParent,Attention AE,0.7398,0.0101,0.1053,0.0889,0.0964,0.9986,0.054
trace,ProcessParent,LSTMAE,0.8975,0.2129,0.1818,0.8444,0.2992,0.9966,0.045
