Performer,Context,Model,AUC-ROC,PR-AUC,Precision,Recall,F1-Score,Accuracy,Inference Time(s)
theia,ProcessAll,DAE,0.9733,0.0929,0.1762,0.43,0.25,0.9954,0.0547
theia,ProcessAll,VAE,0.7039,0.0031,0.0046,0.63,0.0092,0.7581,0.0605
theia,ProcessAll,Beta-VAE,0.7194,0.0032,0.0048,0.69,0.0096,0.7461,0.0615
theia,ProcessAll,GMVAE,0.7267,0.0034,0.0051,0.66,0.0101,0.7697,0.065
theia,ProcessAll,Attention AE,0.7068,0.0033,0.0051,0.64,0.0101,0.7753,0.0833
theia,ProcessAll,LSTMAE,0.9966,0.5565,0.5478,0.86,0.6693,0.9985,0.0759
theia,ProcessAll,Robust,0.9982,0.5668,0.584,0.73,0.6489,0.9986,0.0577
theia,ProcessAll,Contractive,0.7178,0.0033,0.005,0.65,0.0099,0.7676,0.0638
theia,ProcessEvent,Baseline,0.9964,0.6041,0.6259,0.87,0.728,0.9988,0.0559
theia,ProcessEvent,Sparse,0.7447,0.0177,0.0345,0.39,0.0634,0.9787,0.0565
theia,ProcessEvent,Deep SVDD,0.535,0.0717,1.0,0.07,0.1308,0.9983,0.026
theia,ProcessEvent,DAE,0.9274,0.1013,0.1576,0.58,0.2479,0.9935,0.0583
theia,ProcessEvent,VAE,0.7275,0.0076,0.0155,0.34,0.0297,0.959,0.0641
theia,ProcessEvent,Beta-VAE,0.7307,0.0076,0.0167,0.36,0.032,0.9598,0.0665
theia,ProcessEvent,GMVAE,0.7388,0.0164,0.0326,0.39,0.0601,0.9775,0.059
theia,ProcessEvent,Attention AE,0.7431,0.0173,0.0345,0.39,0.0634,0.9787,0.0778
theia,ProcessEvent,LSTMAE,0.9979,0.6396,0.6552,0.57,0.6096,0.9987,0.0646
theia,ProcessEvent,Robust,0.9992,0.6645,0.6748,0.83,0.7444,0.9989,0.0517
theia,ProcessEvent,Contractive,0.7413,0.0155,0.0305,0.39,0.0565,0.976,0.06
theia,ProcessExec,Baseline,0.9561,0.8284,0.7712,0.91,0.8349,0.9994,0.0549
theia,ProcessExec,Sparse,0.8476,0.0093,0.0123,0.35,0.0237,0.9483,0.0587
theia,ProcessExec,Deep SVDD,0.8649,0.6145,0.869,0.73,0.7935,0.9993,0.0337
theia,ProcessExec,DAE,0.9547,0.286,0.6182,0.34,0.4387,0.9984,0.0521
theia,ProcessExec,VAE,0.8672,0.0088,0.012,0.92,0.0237,0.8641,0.0612
theia,ProcessExec,Beta-VAE,0.8608,0.0086,0.012,0.92,0.0236,0.8637,0.06
theia,ProcessExec,GMVAE,0.8676,0.0081,0.0138,0.93,0.0271,0.8804,0.0681
theia,ProcessExec,Attention AE,0.8632,0.01,0.0133,0.93,0.0263,0.8765,0.0866
theia,ProcessExec,LSTMAE,0.9634,0.7762,0.8214,0.92,0.8679,0.9995,0.0747
theia,ProcessExec,Robust,0.9485,0.7947,0.8762,0.92,0.8976,0.9996,0.0558
theia,ProcessExec,Contractive,0.8392,0.0089,0.0123,0.35,0.0237,0.9483,0.0638
theia,ProcessNetflow,Baseline,0.9884,0.7141,0.9296,0.66,0.7719,0.996,0.0194
theia,ProcessNetflow,Sparse,0.847,0.064,0.1522,0.35,0.2121,0.9732,0.0172
theia,ProcessNetflow,Deep SVDD,0.9975,0.8573,0.7174,0.99,0.8319,0.9959,0.0132
theia,ProcessNetflow,DAE,0.9812,0.4236,0.4189,0.93,0.5776,0.986,0.0176
theia,ProcessNetflow,VAE,0.8727,0.0602,0.1625,0.39,0.2294,0.973,0.0167
theia,ProcessNetflow,Beta-VAE,0.8752,0.0606,0.1701,0.41,0.2405,0.9733,0.0161
theia,ProcessNetflow,GMVAE,0.8583,0.0729,0.1737,0.41,0.244,0.9738,0.0143
theia,ProcessNetflow,Attention AE,0.8583,0.0729,0.1737,0.41,0.244,0.9738,0.0214
theia,ProcessNetflow,LSTMAE,0.9978,0.9237,0.932,0.96,0.9458,0.9989,0.0167
theia,ProcessNetflow,Robust,0.9923,0.9247,0.9245,0.98,0.9515,0.999,0.0161
theia,ProcessNetflow,Contractive,0.8508,0.0668,0.1595,0.37,0.2229,0.9734,0.015
theia,ProcessParent,Baseline,0.9361,0.1347,0.2479,0.59,0.3491,0.9961,0.0533
theia,ProcessParent,Sparse,0.8589,0.0223,0.0213,0.37,0.0403,0.9685,0.0574
theia,ProcessParent,Deep SVDD,0.5,0.0018,0.0018,1.0,0.0036,0.0018,0.0274
theia,ProcessParent,DAE,0.9094,0.0686,0.135,0.59,0.2197,0.9925,0.0578
theia,ProcessParent,VAE,0.8529,0.0108,0.0192,0.35,0.0364,0.9668,0.0589
theia,ProcessParent,Beta-VAE,0.8451,0.0103,0.0195,0.36,0.037,0.9665,0.0629
theia,ProcessParent,GMVAE,0.8577,0.0223,0.0213,0.37,0.0403,0.9685,0.0658
theia,ProcessParent,Attention AE,0.8545,0.0223,0.0213,0.37,0.0403,0.9684,0.0835
theia,ProcessParent,LSTMAE,0.9054,0.4397,0.7763,0.59,0.6705,0.999,0.078
theia,ProcessParent,Robust,0.9531,0.4468,0.8082,0.59,0.6821,0.999,0.0556
theia,ProcessParent,Contractive,0.853,0.0196,0.0138,0.37,0.0266,0.9515,0.0629
trace,ProcessAll,Baseline,0.9993,0.7655,0.7292,0.7609,0.7447,0.9996,0.0552
trace,ProcessAll,Sparse,0.8642,0.0067,0.0105,0.2826,0.0202,0.9777,0.0679
trace,ProcessAll,Deep SVDD,0.8478,0.7123,1.0,0.6739,0.8052,0.9997,0.037
trace,ProcessAll,DAE,0.972,0.0806,0.1714,0.2609,0.2069,0.9984,0.0588
trace,ProcessAll,VAE,0.8543,0.0056,0.0091,0.3043,0.0177,0.9725,0.0693
trace,ProcessAll,Beta-VAE,0.8533,0.0052,0.0086,0.3261,0.0168,0.9688,0.0625
trace,ProcessAll,GMVAE,0.8946,0.0056,0.0102,0.3261,0.0198,0.9736,0.0724
trace,ProcessAll,Attention AE,0.8584,0.0063,0.0111,0.3043,0.0213,0.9773,0.0856
trace,ProcessAll,LSTMAE,0.9982,0.5988,0.6538,0.7391,0.6939,0.9995,0.0722
trace,ProcessAll,Robust,0.9989,0.4901,0.5469,0.7609,0.6364,0.9993,0.0635
trace,ProcessAll,Contractive,0.856,0.0061,0.0105,0.2826,0.0203,0.9778,0.0586
