Performer,Context,Model,AUC-ROC,PR-AUC,Precision,Recall,F1-Score,Accuracy,Inference Time(s)
theia,ProcessExec,LSTMAE,0.9442,0.8012,0.7863,0.92,0.8479,0.9994,0.049
theia,ProcessExec,Robust,0.9514,0.7871,0.8,0.92,0.8558,0.9994,0.043
theia,ProcessExec,Contractive,0.7979,0.0373,0.0997,0.35,0.1552,0.9932,0.0441
theia,ProcessNetflow,Baseline,0.9877,0.7872,1.0,0.66,0.7952,0.9965,0.01
theia,ProcessNetflow,Sparse,0.9727,0.5475,0.6547,0.91,0.7615,0.9941,0.012
theia,ProcessNetflow,Deep SVDD,0.99,0.8313,0.9851,0.66,0.7904,0.9964,0.007
theia,ProcessNetflow,DAE,0.9927,0.933,0.9245,0.98,0.9515,0.999,0.01
theia,ProcessNetflow,VAE,0.9732,0.3846,0.5583,0.91,0.692,0.9916,0.011
theia,ProcessNetflow,Beta-VAE,0.9726,0.3815,0.5541,0.82,0.6613,0.9913,0.012
theia,ProcessNetflow,GMVAE,0.9978,0.9034,0.9333,0.98,0.9561,0.9991,0.011
theia,ProcessNetflow,Attention AE,0.9726,0.5475,0.6547,0.91,0.7615,0.9941,0.013
theia,ProcessNetflow,LSTMAE,0.9937,0.8836,0.75,0.99,0.8534,0.9965,0.011
theia,ProcessNetflow,Robust,0.9901,0.8065,0.9565,0.66,0.7811,0.9962,0.009
theia,ProcessNetflow,Contractive,0.974,0.5444,0.6547,0.91,0.7615,0.9941,0.009
theia,ProcessParent,Baseline,0.8794,0.2175,0.362,0.59,0.4487,0.9974,0.041
theia,ProcessParent,Sparse,0.8819,0.0113,0.0139,0.95,0.0273,0.8789,0.0422
theia,ProcessParent,Deep SVDD,0.5,0.0018,0.0018,1.0,0.0036,0.0018,0.022
theia,ProcessParent,DAE,0.9261,0.0799,0.1277,0.59,0.21,0.9921,0.044
theia,ProcessParent,VAE,0.8655,0.0081,0.0114,0.92,0.0224,0.8566,0.05
theia,ProcessParent,Beta-VAE,0.8538,0.0073,0.0111,0.91,0.0219,0.8546,0.0493
theia,ProcessParent,GMVAE,0.9444,0.2299,0.5728,0.59,0.5813,0.9985,0.0552
theia,ProcessParent,Attention AE,0.8826,0.0113,0.0139,0.95,0.0273,0.8789,0.0573
theia,ProcessParent,LSTMAE,0.9375,0.4879,0.8194,0.59,0.686,0.999,0.049
theia,ProcessParent,Robust,0.942,0.4928,0.8194,0.59,0.686,0.999,0.042
theia,ProcessParent,Contractive,0.8819,0.0112,0.0138,0.95,0.0272,0.8786,0.042
trace,ProcessAll,Baseline,0.9996,0.7687,0.8974,0.7609,0.8235,0.9997,0.0454
trace,ProcessAll,Sparse,0.8886,0.0074,0.0116,0.6957,0.0228,0.9514,0.045
