Performer,Context,Model,AUC-ROC,PR-AUC,Precision,Recall,F1-Score,Accuracy,Inference Time(s)
trace,ProcessAll,VAE,0.8741,0.0056,0.0092,0.4783,0.0181,0.9578,0.147
trace,ProcessAll,Beta-VAE,0.8761,0.0057,0.0102,0.4783,0.0199,0.9616,0.142
trace,ProcessAll,GMVAE,0.8726,0.0067,0.0139,0.5217,0.0271,0.9695,0.142
trace,ProcessAll,Attention AE,0.8798,0.0068,0.0117,0.413,0.0228,0.9712,0.7426
trace,ProcessAll,LSTMAE,0.9978,0.3465,0.4521,0.7174,0.5546,0.9991,5.8189
trace,ProcessAll,Robust,0.9988,0.3924,0.5143,0.7826,0.6207,0.9992,0.14
trace,ProcessAll,Contractive,0.8626,0.0058,0.0102,0.4348,0.0199,0.965,0.139
trace,ProcessEvent,Baseline,0.8814,0.2457,0.4062,0.5652,0.4727,0.999,0.1367
trace,ProcessEvent,Sparse,0.7298,0.0017,0.0021,0.7174,0.0042,0.7258,0.14
trace,ProcessEvent,Deep SVDD,0.5,0.0008,0.0008,1.0,0.0016,0.0008,0.0645
trace,ProcessEvent,DAE,0.8082,0.0052,0.0098,0.2826,0.019,0.9762,0.1362
trace,ProcessEvent,VAE,0.6914,0.0014,0.0017,0.6739,0.0034,0.6789,0.1415
trace,ProcessEvent,Beta-VAE,0.6917,0.0015,0.0018,0.3043,0.0036,0.8614,0.145
trace,ProcessEvent,GMVAE,0.6855,0.0014,0.0019,0.6522,0.0038,0.7214,0.1411
trace,ProcessEvent,Attention AE,0.7,0.0016,0.0019,0.2826,0.0039,0.8815,0.7468
trace,ProcessEvent,LSTMAE,0.8834,0.2287,0.5185,0.3043,0.3836,0.9992,1.138
trace,ProcessEvent,Robust,0.894,0.1533,0.2118,0.3913,0.2748,0.9983,0.143
trace,ProcessEvent,Contractive,0.6899,0.0015,0.0021,0.2609,0.0041,0.8974,0.1382
trace,ProcessExec,Baseline,0.9497,0.4966,0.7111,0.7111,0.7111,0.9995,0.1343
trace,ProcessExec,Sparse,0.7501,0.0059,0.0236,0.1111,0.0389,0.9954,0.131
trace,ProcessExec,Deep SVDD,0.8111,0.5529,0.9333,0.6222,0.7467,0.9996,0.0611
trace,ProcessExec,DAE,0.8889,0.0083,0.1111,0.0222,0.037,0.999,0.1315
trace,ProcessExec,VAE,0.7006,0.0018,0.0079,0.0222,0.0116,0.9969,0.1411
trace,ProcessExec,Beta-VAE,0.7046,0.0018,0.0092,0.0222,0.013,0.9972,0.1371
trace,ProcessExec,GMVAE,0.69,0.0053,0.1111,0.0222,0.037,0.999,0.135
trace,ProcessExec,Attention AE,0.7253,0.0065,0.0323,0.1111,0.05,0.9965,0.7104
trace,ProcessExec,LSTMAE,0.9696,0.4231,0.6327,0.6889,0.6596,0.9994,1.0685
trace,ProcessExec,Robust,0.9803,0.5566,0.7949,0.6889,0.7381,0.9996,0.135
trace,ProcessExec,Contractive,0.7207,0.0062,0.0281,0.1111,0.0448,0.9961,0.1341
trace,ProcessNetflow,Baseline,0.9849,0.5396,0.6154,0.8889,0.7273,0.9822,0.007
trace,ProcessNetflow,Sparse,0.779,0.1194,0.0892,0.9444,0.1631,0.7405,0.007
trace,ProcessNetflow,Deep SVDD,0.9831,0.5346,0.6154,0.8889,0.7273,0.9822,0.006
trace,ProcessNetflow,DAE,0.9252,0.4731,0.64,0.8889,0.7442,0.9836,0.007
trace,ProcessNetflow,VAE,0.7251,0.0498,0.0563,0.6667,0.1039,0.6922,0.007
trace,ProcessNetflow,Beta-VAE,0.6415,0.049,0.0514,0.9722,0.0976,0.519,0.007
trace,ProcessNetflow,GMVAE,0.902,0.1978,0.2215,0.9167,0.3568,0.9115,0.008
trace,ProcessNetflow,Attention AE,0.902,0.1978,0.2215,0.9167,0.3568,0.9115,0.0221
trace,ProcessNetflow,LSTMAE,0.9851,0.5564,0.64,0.8889,0.7442,0.9836,0.015
trace,ProcessNetflow,Robust,0.978,0.4439,0.5156,0.9167,0.66,0.9747,0.006
trace,ProcessNetflow,Contractive,0.9077,0.2032,0.2245,0.9167,0.3607,0.913,0.006
trace,ProcessParent,Baseline,0.8704,0.1831,0.1836,0.8444,0.3016,0.9967,0.1243
trace,ProcessParent,Sparse,0.8983,0.314,0.5088,0.6444,0.5686,0.9992,0.128
trace,ProcessParent,Deep SVDD,0.5,0.0009,0.0009,1.0,0.0017,0.0009,0.0594
trace,ProcessParent,DAE,0.935,0.3297,0.5088,0.6444,0.5686,0.9992,0.1238
trace,ProcessParent,VAE,0.8881,0.0738,0.1739,0.6222,0.2718,0.9972,0.1361
